,J_CT3,J_CT6,J_CT5,J2a_15,J1_70,J1_40,J1_50,J1_51,J1_60,J1_61,J2c_12,J2c_14,Jb_53,J2c_11,J2c_13,J2a_20,J2a_30,J2a_33,J2a_23,J2a_41,J_CT1,J_CT2,J1_11,J1_30,J2b_21,J2b_40,J2b_30,J2b_31,J2b_50,J2b_41,J2c_10,J_CT4,J2b_10,J1_10,J1_20,J2a_31,J2a_32,J2a_21,J2a_22,J1-CLin,J2a_40,J1-MPA,J1_33,J1_31,RWtank_Top,J1_34,J2a_10,J2a_12,J2a_13,J2a_14,ER2_Top,ER1_Top,J2b_11,J2b_12,J2b_14,J2b_Leak,J2b_15,J2b_20,J2b_51,J2b_52,J2a_11,J1_32,SWaT,PUB,T1,T2,T0
35820,0.4442085,0.4442085,0.4442085,1.7242085,0.9442085,1.4601983,1.4601983,0.9442085,1.4601983,0.9442085,0.4442085,0.24420851,0.2242085,0.4442085,0.4442085,0.24420851,0.24420851,1.7242085,1.7242085,1.7242085,0.4442085,0.4442085,4.106156,3.9461558,0.54198056,1.8419806,1.8419806,1.9442085,0.6442085,1.9442085,0.4442085,0.4442085,1.1442086,9.2,3.9461558,0.24420851,1.5442085,0.22128564,1.5212857,1.7768635,1.7242085,1.7717353,1.7153254,4.6769257,-0.61416084,1.4601983,1.6442086,1.9442085,1.7242085,1.7242085,-0.4057915,-0.42871436,1.7242085,1.0242085,1.0242085,1.0242085,0.3142085,1.6219805,1.7242085,1.7242085,1.6442086,1.9307086,7.6293944e-08,3.8146972e-08,0.32128564,0.3442085,0.4301983
35880,0.4442085,0.4442085,0.4442085,1.7242085,0.9442085,1.4692156,1.4692156,0.9442085,1.4692156,0.9442085,0.4442085,0.24420851,0.2242085,0.4442085,0.4442085,0.24420851,0.24420851,1.7242085,1.7242085,1.7242085,0.4442085,0.4442085,4.106156,3.9461558,0.54198056,1.8419806,1.8419806,1.9442085,0.6442085,1.9442085,0.4442085,0.4442085,1.1442086,9.2,3.9461558,0.24420851,1.5442085,0.22128564,1.5212857,1.7858808,1.7242085,1.7807525,1.7243427,4.6769257,-0.6051435,1.4692156,1.6442086,1.9442085,1.7242085,1.7242085,-0.4057915,-0.42871436,1.7242085,1.0242085,1.0242085,1.0242085,0.3142085,1.6219805,1.7242085,1.7242085,1.6442086,1.939726,7.6293944e-08,3.8146972e-08,0.32128564,0.3442085,0.43921563
35940,0.4442085,0.4442085,0.4442085,1.7242085,0.9442085,1.4782329,1.4782329,0.9442085,1.4782329,0.9442085,0.4442085,0.24420851,0.2242085,0.4442085,0.4442085,0.24420851,0.24420851,1.7242085,1.7242085,1.7242085,0.4442085,0.4442085,4.106156,3.9461558,0.54198045,1.8419805,1.8419805,1.9442085,0.6442085,1.9442085,0.4442085,0.4442085,1.1442086,9.2,3.9461558,0.24420851,1.5442085,0.22128564,1.5212857,1.7948979,1.7242085,1.7897698,1.7333598,4.6769247,-0.5961263,1.4782329,1.6442086,1.9442085,1.7242085,1.7242085,-0.4057915,-0.42871436,1.7242085,1.0242085,1.0242085,1.0242085,0.3142085,1.6219804,1.7242085,1.7242085,1.6442086,1.9487432,7.6293944e-08,3.8146972e-08,0.32128564,0.3442085,0.44823283
36000,0.44420835,0.44420835,0.44420835,1.7242084,0.9442084,1.4872502,1.4872502,0.9442084,1.4872502,0.9442084,0.44420835,0.24420837,0.22420837,0.44420835,0.44420835,0.24420837,0.24420837,1.7242084,1.7242084,1.7242084,0.44420835,0.44420835,4.106156,3.9461558,0.54198045,1.8419805,1.8419805,1.9442084,0.6442084,1.9442084,0.44420835,0.44420835,1.1442083,9.2,3.9461558,0.24420837,1.5442084,0.22128564,1.5212857,1.8039151,1.7242084,1.798787,1.7423772,4.6769247,-0.58710897,1.4872502,1.6442083,1.9442084,1.7242084,1.7242084,-0.40579164,-0.42871436,1.7242084,1.0242083,1.0242083,1.0242083,0.31420836,1.6219804,1.7242084,1.7242084,1.6442083,1.9577603,7.6293944e-08,3.8146972e-08,0.32128564,0.34420836,0.45725015
36060,0.44420835,0.44420835,0.44420835,1.7242084,0.9442084,1.4962673,1.4962673,0.9442084,1.4962673,0.9442084,0.44420835,0.24420837,0.22420837,0.44420835,0.44420835,0.24420837,0.24420837,1.7242084,1.7242084,1.7242084,0.44420835,0.44420835,4.1061563,3.9461563,0.5318782,1.8318782,1.8318782,1.9442084,0.6442084,1.9442084,0.44420835,0.44420835,1.1442083,9.2,3.9461563,0.24420837,1.5442084,0.22128564,1.5212857,1.8129325,1.7242084,1.8078042,1.7513944,4.6769257,-0.5780918,1.4962673,1.6442083,1.9442084,1.7242084,1.7242084,-0.40579164,-0.42871436,1.7242084,1.0242083,1.0242083,1.0242083,0.31420836,1.6118782,1.7242084,1.7242084,1.6442083,1.9667777,7.6293944e-08,3.8146972e-08,0.32128564,0.34420836,0.46626735
36120,0.44420835,0.44420835,0.44420835,1.7242084,0.9442084,1.5052847,1.5052847,0.9442084,1.5052847,0.9442084,0.44420835,0.24420837,0.22420837,0.44420835,0.44420835,0.24420837,0.24420837,1.7242084,1.7242084,1.7242084,0.44420835,0.44420835,4.1061563,3.9461563,0.58707595,1.8870759,1.8870759,1.9442084,0.6442084,1.9442084,0.44420835,0.44420835,1.1442083,9.2,3.9461563,0.24420837,1.5442084,0.22128564,1.5212857,1.8219496,1.7242084,1.8168215,1.7604115,4.6769257,-0.56907463,1.5052847,1.6442083,1.9442084,1.7242084,1.7242084,-0.40579164,-0.42871436,1.7242084,1.0242083,1.0242083,1.0242083,0.31420836,1.667076,1.7242084,1.7242084,1.6442083,1.9757949,7.6293944e-08,3.8146972e-08,0.32128564,0.34420836,0.47528467
36180,0.4442082,0.4442082,0.4442082,1.7242082,0.9442082,1.5143019,1.5143019,0.9442082,1.5143019,0.9442082,0.4442082,0.24420822,0.22420822,0.4442082,0.4442082,0.24420822,0.24420822,1.7242082,1.7242082,1.7242082,0.4442082,0.4442082,4.1061563,3.9461563,0.5419803,1.8419803,1.8419803,1.9442083,0.6442082,1.9442083,0.4442082,0.4442082,1.1442082,9.2,3.9461563,0.24420822,1.5442082,0.22128564,1.5212857,1.830967,1.7242082,1.8258388,1.7694288,4.6769257,-0.5600573,1.5143019,1.6442082,1.9442083,1.7242082,1.7242082,-0.4057918,-0.42871436,1.7242082,1.0242082,1.0242082,1.0242082,0.3142082,1.6219803,1.7242082,1.7242082,1.6442082,1.984812,7.6293944e-08,3.8146972e-08,0.32128564,0.3442082,0.48430184
36240,0.4442082,0.4442082,0.4442082,1.7242082,0.9442082,1.523319,1.523319,0.9442082,1.523319,0.9442082,0.4442082,0.24420822,0.22420822,0.4442082,0.4442082,0.24420822,0.24420822,1.7242082,1.7242082,1.7242082,0.4442082,0.4442082,4.1061563,3.9461563,0.5419803,1.8419803,1.8419803,1.9442083,0.6442082,1.9442083,0.4442082,0.4442082,1.1442082,9.2,3.9461563,0.24420822,1.5442082,0.22128564,1.5212857,1.8399842,1.7242082,1.8348559,1.7784461,4.6769257,-0.5510401,1.523319,1.6442082,1.9442083,1.7242082,1.7242082,-0.4057918,-0.42871436,1.7242082,1.0242082,1.0242082,1.0242082,0.3142082,1.6219803,1.7242082,1.7242082,1.6442082,1.9938294,7.6293944e-08,3.8146972e-08,0.32128564,0.3442082,0.49331903
36300,0.4442082,0.4442082,0.4442082,1.7242082,0.9442082,1.5323364,1.5323364,0.9442082,1.5323364,0.9442082,0.4442082,0.24420822,0.22420822,0.4442082,0.4442082,0.24420822,0.24420822,1.7242082,1.7242082,1.7242082,0.4442082,0.4442082,4.106156,3.9461558,0.5419803,1.8419803,1.8419803,1.9442083,0.6442082,1.9442083,0.4442082,0.4442082,1.1442082,9.2,3.9461558,0.24420822,1.5442082,0.22128564,1.5212857,1.8490013,1.7242082,1.8438731,1.7874632,4.6769247,-0.54202276,1.5323364,1.6442082,1.9442083,1.7242082,1.7242082,-0.4057918,-0.42871436,1.7242082,1.0242082,1.0242082,1.0242082,0.3142082,1.6219803,1.7242082,1.7242082,1.6442082,2.0028465,7.6293944e-08,3.8146972e-08,0.32128564,0.3442082,0.5023364
36360,0.4442081,0.4442081,0.4442081,1.7242081,0.9442081,1.5413536,1.5413536,0.9442081,1.5413536,0.9442081,0.4442081,0.24420807,0.22420807,0.4442081,0.4442081,0.24420807,0.24420807,1.7242081,1.7242081,1.7242081,0.4442081,0.4442081,4.106156,3.9461558,0.47744966,1.7774496,1.7774496,1.944208,0.6442081,1.944208,0.4442081,0.4442081,1.1442081,9.2,3.9461558,0.24420807,1.544208,0.22128564,1.5212857,1.8580186,1.7242081,1.8528905,1.7964805,4.6769247,-0.5330056,1.5413536,1.6442081,1.944208,1.7242081,1.7242081,-0.40579194,-0.42871436,1.7242081,1.0242081,1.0242081,1.0242081,0.31420806,1.5574497,1.7242081,1.7242081,1.6442081,2.0118637,7.6293944e-08,3.8146972e-08,0.32128564,0.34420806,0.51135355
36420,0.4442081,0.4442081,0.4442081,1.7242081,0.9442081,1.5503707,1.5503707,0.9442081,1.5503707,0.9442081,0.4442081,0.24420807,0.22420807,0.4442081,0.4442081,0.24420807,0.24420807,1.7242081,1.7242081,1.7242081,0.4442081,0.4442081,4.106156,3.9461558,0.6344347,1.9344347,1.9344347,1.944208,0.6442081,1.944208,0.4442081,0.4442081,1.1442081,9.2,3.9461558,0.24420807,1.544208,0.22128564,1.5212857,1.8670359,1.7242081,1.8619077,1.8054978,4.6769247,-0.5239884,1.5503707,1.6442081,1.944208,1.7242081,1.7242081,-0.40579194,-0.42871436,1.7242081,1.0242081,1.0242081,1.0242081,0.31420806,1.7144347,1.7242081,1.7242081,1.6442081,2.0208812,7.6293944e-08,3.8146972e-08,0.32128564,0.34420806,0.5203707
36480,0.4442081,0.4442081,0.4442081,1.7242081,0.9442081,1.559388,1.559388,0.9442081,1.559388,0.9442081,0.4442081,0.24420807,0.22420807,0.4442081,0.4442081,0.24420807,0.24420807,1.7242081,1.7242081,1.7242081,0.4442081,0.4442081,4.1061563,3.9461563,0.54198015,1.8419801,1.8419801,1.944208,0.6442081,1.944208,0.4442081,0.4442081,1.1442081,9.2,3.9461563,0.24420807,1.544208,0.22128564,1.5212857,1.876053,1.7242081,1.8709248,1.8145149,4.6769257,-0.5149711,1.559388,1.6442081,1.944208,1.7242081,1.7242081,-0.40579194,-0.42871436,1.7242081,1.0242081,1.0242081,1.0242081,0.31420806,1.6219802,1.7242081,1.7242081,1.6442081,2.0298982,7.6293944e-08,3.8146972e-08,0.32128564,0.34420806,0.52938807
36540,0.44420385,0.44420385,0.4442033,1.7242081,0.9442081,1.5684053,1.5684053,0.9442081,1.5684053,0.9442081,0.44420385,0.24420385,0.22420385,0.444204,0.44420385,0.24420807,0.24420807,1.7242076,1.7242075,1.7242069,0.4442033,0.4442033,4.1061563,3.9461563,0.49014843,1.7901484,1.7901484,1.9442039,0.64420384,1.9442039,0.444204,0.4442033,1.1442069,9.2,3.9461563,0.24420807,1.5442077,0.22128564,1.5212857,1.8850703,1.7242072,1.8799422,1.8235322,4.6769257,-0.5059539,1.5684053,1.6442081,1.944208,1.7242081,1.7242081,-0.40579194,-0.42871436,1.7242051,1.024205,1.0242046,1.0242049,0.31420442,1.5701485,1.7242038,1.7242038,1.6442081,2.0389154,7.6293944e-08,3.8146972e-08,0.32128564,0.34420806,0.53840524
36600,0.43632105,0.43632105,0.4349896,1.7241168,0.9441168,1.5774225,1.5774225,0.9441168,1.5774225,0.9441168,0.43632105,0.23632105,0.21632105,0.4364049,0.43632105,0.2441168,0.2441168,1.7235109,1.723078,1.721983,0.43519336,0.4349896,4.106156,3.9461558,0.52622485,1.8262249,1.8262249,1.936321,0.63632107,1.936321,0.4365248,0.43519336,1.1419829,9.2,3.9461558,0.2441168,1.5435109,0.22128564,1.5212857,1.8940876,1.7224807,1.8889594,1.8325495,4.6769257,-0.49693656,1.5774225,1.6441168,1.9441168,1.7241168,1.7241168,-0.4058832,-0.42871436,1.7188232,1.0185462,1.017594,1.0182216,0.30726066,1.6062249,1.7163211,1.7163211,1.6441168,2.0479326,7.6293944e-08,3.8146972e-08,0.32128564,0.3441168,0.5474225
36660,0.43414155,0.43414155,0.4333561,1.7187395,0.93873954,1.5864397,1.5864397,0.93873954,1.5864397,0.93873954,0.43414155,0.23414153,0.21414153,0.43419096,0.43414155,0.2387395,0.2387395,1.7183821,1.7181268,1.7174809,0.43347633,0.4333561,4.106156,3.9461558,0.5334975,1.8334975,1.8334975,1.9341415,0.63414156,1.9341415,0.43426174,0.43347633,1.1374809,9.2,3.9461558,0.2387395,1.5383822,0.22128564,1.5212857,1.9031047,1.7177745,1.8979765,1.8415666,4.6769247,-0.4879194,1.5864397,1.6387395,1.9387395,1.7187395,1.7187395,-0.4112605,-0.42871436,1.7156173,1.0154539,1.0148922,1.0152624,0.30469573,1.6134975,1.7141415,1.7141415,1.6387395,2.0569499,7.6293944e-08,3.8146972e-08,0.32128564,0.3387395,0.55643976
36720,0.43051124,0.43051124,0.42979646,1.714696,0.934696,1.595457,1.595457,0.934696,1.595457,0.934696,0.43051124,0.23051123,0.21051124,0.4305563,0.43051124,0.234696,0.234696,1.7143707,1.7141384,1.7135504,0.4299059,0.42979646,4.106156,3.9461558,0.59980917,1.8998092,1.8998092,1.9305112,0.6305112,1.9305112,0.43062052,0.4299059,1.1335504,9.2,3.9461558,0.234696,1.5343708,0.22128564,1.5212857,1.912122,1.7138177,1.9069939,1.8505839,4.6769247,-0.4789022,1.595457,1.634696,1.934696,1.714696,1.714696,-0.415304,-0.42871436,1.7118543,1.0117056,1.0111945,1.0115314,0.30101556,1.6798092,1.7105112,1.7105112,1.634696,2.065967,7.6293944e-08,3.8146972e-08,0.32128564,0.334696,0.5654569
36780,0.42673385,0.42673385,0.4260304,1.710853,0.93085295,1.6044743,1.6044743,0.93085295,1.6044743,0.93085295,0.42673385,0.22673385,0.20673385,0.42677832,0.42673385,0.23085293,0.23085293,1.7105328,1.7103041,1.7097255,0.4261381,0.4260304,4.1061563,3.9461563,0.6217506,1.9217505,1.9217505,1.9267339,0.62673384,1.9267339,0.42684156,0.4261381,1.1297256,9.2,3.9461563,0.23085293,1.5305327,0.22128564,1.5212857,1.9211392,1.7099885,1.9160111,1.8596011,4.6769257,-0.46988487,1.6044743,1.6308529,1.9308529,1.710853,1.710853,-0.41914707,-0.42871436,1.708056,1.0079097,1.0074065,1.0077381,0.29723033,1.7017505,1.7067338,1.7067338,1.6308529,2.0749843,7.6293944e-08,3.8146972e-08,0.32128564,0.33085293,0.5744743
36840,0.4229556,0.4229556,0.4222575,1.7070426,0.92704254,1.6059772,1.6059772,0.92704254,1.6059772,0.92704254,0.4229556,0.22295558,0.20295559,0.42299962,0.4229556,0.22704256,0.22704256,1.7067249,1.7064979,1.7059239,0.42236435,0.4222575,1.0759772,0.9159772,0.62262464,1.9226247,1.9226247,1.9229556,0.62295556,1.9229556,0.4230624,0.42236435,1.1259239,9.2,4.04,0.22704256,1.5267248,0.22128564,1.5212857,1.6559772,1.7061847,1.6559772,1.6559772,1.6559772,-0.4940228,1.6059772,1.6270425,1.9270426,1.7070426,1.7070426,-0.42295745,-0.42871436,1.7042674,1.0041221,1.0036229,1.0039519,0.29344815,1.7026247,1.7029556,1.7029556,1.6270425,1.6559772,7.6293944e-08,3.8146972e-08,0.32128564,0.32704255,0.5759772
36900,0.4192394,0.4192394,0.4185547,1.7032483,0.9232483,1.6059775,1.6059775,0.9232483,1.6059775,0.9232483,0.4192394,0.2192394,0.19923939,0.41928256,0.4192394,0.2232483,0.2232483,1.7029366,1.7027141,1.702151,0.41865948,0.4185547,1.0759774,0.9159775,0.6179626,1.9179626,1.9179626,1.9192394,0.6192394,1.9192394,0.4193442,0.41865948,1.122151,9.2,4.04,0.2232483,1.5229367,0.22128564,1.5212857,1.6559775,1.7024069,1.6559775,1.6559775,1.6559775,-0.4940225,1.6059775,1.6232483,1.9232483,1.7032483,1.7032483,-0.4267517,-0.42871436,1.7005261,1.0003836,0.999894,1.0002168,0.28972265,1.6979625,1.6992394,1.6992394,1.6232483,1.6559775,7.6293944e-08,3.8146972e-08,0.32128564,0.3232483,0.5759775
36960,0.4154703,0.4154703,0.41478312,1.6994933,0.9194933,1.6059777,1.6059777,0.9194933,1.6059777,0.9194933,0.4154703,0.21547028,0.19547029,0.4155136,0.4154703,0.2194933,0.2194933,1.6991805,1.6989573,1.698392,0.41488835,0.41478312,1.0759777,0.91597766,0.5156761,1.8156761,1.8156761,1.9154702,0.6154703,1.9154702,0.4155755,0.41488835,1.1183921,9.2,4.04,0.2194933,1.5191805,0.22128564,1.5212857,1.6559776,1.698649,1.6559776,1.6559776,1.6559776,-0.49402237,1.6059777,1.6194932,1.9194933,1.6994933,1.6994933,-0.4305067,-0.42871436,1.6967615,0.9966186,0.99612725,0.996451,0.28595513,1.5956761,1.6954703,1.6954703,1.6194932,1.6559776,7.6293944e-08,3.8146972e-08,0.32128564,0.3194933,0.5759776
37020,0.41173142,0.41173142,0.41104832,1.6957312,0.9157312,1.6059778,1.6059778,0.9157312,1.6059778,0.9157312,0.41173142,0.21173142,0.19173142,0.41177443,0.41173142,0.21573117,0.21573117,1.6954203,1.6951982,1.6946363,0.4111528,0.41104832,1.0759778,0.9159778,0.51212865,1.8121287,1.8121287,1.9117314,0.6117314,1.9117314,0.41183606,0.4111528,1.1146363,9.2,4.04,0.21573117,1.5154203,0.22128564,1.5212857,1.6559778,1.6948917,1.6559778,1.6559778,1.6559778,-0.49402222,1.6059778,1.6157311,1.9157312,1.6957312,1.6957312,-0.43426883,-0.42871436,1.6930152,0.9928731,0.99238455,0.9927065,0.2822135,1.5921286,1.6917315,1.6917315,1.6157311,1.6559778,7.6293944e-08,3.8146972e-08,0.32128564,0.31573117,0.5759778
37080,0.40798572,0.40798572,0.40730333,1.6919808,0.9119808,1.6059779,1.6059779,0.9119808,1.6059779,0.9119808,0.40798572,0.20798571,0.18798572,0.40802875,0.40798572,0.21198082,0.21198082,1.6916702,1.6914485,1.6908873,0.40740785,0.40730333,1.0759779,0.91597795,0.5085787,1.8085787,1.8085787,1.9079857,0.60798573,1.9079857,0.4080902,0.40740785,1.1108873,9.2,4.04,0.21198082,1.5116702,0.22128564,1.5212857,1.655978,1.6911423,1.655978,1.655978,1.655978,-0.49402207,1.6059779,1.6119808,1.9119809,1.6919808,1.6919808,-0.4380192,-0.42871436,1.6892681,0.989126,0.988638,0.98895967,0.27846724,1.5885787,1.6879858,1.6879858,1.6119808,1.655978,7.6293944e-08,3.8146972e-08,0.32128564,0.3119808,0.5759779
37140,0.4042483,0.4042483,0.40356782,1.6882328,0.9082328,1.6059783,1.6059783,0.9082328,1.6059783,0.9082328,0.4042483,0.20424831,0.1842483,0.40429118,0.4042483,0.20823279,0.20823279,1.6879231,1.6877018,1.6871421,0.40367204,0.40356782,1.0759783,0.91597825,0.50503546,1.8050355,1.8050355,1.9042484,0.6042483,1.9042484,0.40435252,0.40367204,1.1071422,9.2,4.04,0.20823279,1.5079231,0.22128564,1.5212857,1.6559782,1.6873966,1.6559782,1.6559782,1.6559782,-0.49402177,1.6059783,1.6082329,1.9082328,1.6882328,1.6882328,-0.44176722,-0.42871436,1.6855273,0.9853856,0.984899,0.9852198,0.27472866,1.5850354,1.6842483,1.6842483,1.6082329,1.6559782,7.6293944e-08,3.8146972e-08,0.32128564,0.30823278,0.5759782
37200,0.40049577,0.40049577,0.39981353,1.6844902,0.9044902,1.6059784,1.6059784,0.9044902,1.6059784,0.9044902,0.40049577,0.20049576,0.18049577,0.4005388,0.40049577,0.20449014,0.20449014,1.6841797,1.6839579,1.6833969,0.39991805,0.39981353,1.0759784,0.9159784,0.5014825,1.8014824,1.8014824,1.9004958,0.60049576,1.9004958,0.40060025,0.39991805,1.1033969,9.2,4.04,0.20449014,1.5041797,0.22128549,1.5212855,1.6559783,1.6836518,1.6559783,1.6559783,1.6559783,-0.49402162,1.6059784,1.6044902,1.9044901,1.6844902,1.6844902,-0.44550985,-0.4287145,1.6817778,0.981636,0.98114806,0.9814696,0.2709773,1.5814825,1.6804957,1.6804957,1.6044902,1.6559783,7.6293944e-08,3.8146972e-08,0.3212855,0.30449015,0.5759784
37260,0.3967482,0.3967482,0.39606595,1.6807425,0.90074253,1.6059785,1.6059785,0.90074253,1.6059785,0.90074253,0.3967482,0.19674818,0.17674817,0.3967912,0.3967482,0.20074256,0.20074256,1.6804321,1.6802104,1.6796491,0.39617044,0.39606595,1.0759785,0.9159785,0.49793196,1.797932,1.797932,1.8967482,0.5967482,1.8967482,0.39685267,0.39617044,1.0996492,9.2,4.04,0.20074256,1.5004321,0.22128549,1.5212855,1.6559786,1.6799042,1.6559786,1.6559786,1.6559786,-0.49402148,1.6059785,1.6007426,1.9007425,1.6807425,1.6807425,-0.44925743,-0.4287145,1.6780303,0.97788835,0.9774005,0.9777219,0.26722968,1.577932,1.6767482,1.6767482,1.6007426,1.6559786,7.6293944e-08,3.8146972e-08,0.3212855,0.30074257,0.5759785
37320,0.39301294,0.39301294,0.39233288,1.6769949,0.89699495,1.6059786,1.6059786,0.89699495,1.6059786,0.89699495,0.39301294,0.19301294,0.17301294,0.39305583,0.39301294,0.19699496,0.19699496,1.6766853,1.6764643,1.6759049,0.39243695,0.39233288,1.0759786,0.91597867,0.59359515,1.8935952,1.8935952,1.893013,0.5930129,1.893013,0.39311716,0.39243695,1.095905,9.2,4.04,0.19699496,1.4966854,0.22128549,1.5212855,1.6559787,1.6761593,1.6559787,1.6559787,1.6559787,-0.49402133,1.6059786,1.596995,1.896995,1.6769949,1.6769949,-0.45300505,-0.4287145,1.674291,0.9741495,0.9736632,0.97398365,0.263493,1.6735952,1.673013,1.673013,1.596995,1.6559787,7.6293944e-08,3.8146972e-08,0.3212855,0.29699495,0.57597864
37380,0.38935983,0.38935983,0.38869473,1.6732537,0.8932536,1.605979,1.605979,0.8932536,1.605979,0.8932536,0.38935983,0.18935981,0.16935982,0.38940182,0.38935983,0.19325362,0.19325362,1.6729509,1.6727347,1.6721878,0.38879663,0.38869473,1.075979,0.91597897,0.58261734,1.8826174,1.8826174,1.8893598,0.5893598,1.8893598,0.3894617,0.38879663,1.0921879,9.2,4.04,0.19325362,1.4929509,0.22128549,1.5212855,1.6559789,1.6724364,1.6559789,1.6559789,1.6559789,-0.49402106,1.605979,1.5932536,1.8932536,1.6732537,1.6732537,-0.45674637,-0.4287145,1.6706096,0.97047126,0.9699957,0.970309,0.25982913,1.6626173,1.6693598,1.6693598,1.5932536,1.6559789,7.6293944e-08,3.8146972e-08,0.3212855,0.29325363,0.57597893
37440,0.3856592,0.3856592,0.38499352,1.6695572,0.8895572,1.6059791,1.6059791,0.8895572,1.6059791,0.8895572,0.3856592,0.18565917,0.16565917,0.38570118,0.3856592,0.1895572,0.1895572,1.6692543,1.6690377,1.6684903,0.3850954,0.38499352,1.0759791,0.9159791,0.487404,1.787404,1.787404,1.8856592,0.58565915,1.8856592,0.3857612,0.3850954,1.0884902,9.2,4.04,0.1895572,1.4892544,0.22128549,1.5212855,1.6559792,1.6687391,1.6559792,1.6559792,1.6559792,-0.4940209,1.6059791,1.5895572,1.8895572,1.6695572,1.6695572,-0.4604428,-0.4287145,1.6669104,0.9667719,0.9662958,0.96660954,0.25612906,1.567404,1.6656592,1.6656592,1.5895572,1.6559792,7.6293944e-08,3.8146972e-08,0.3212855,0.2895572,0.5759791
37500,0.3820498,0.3820498,0.38139927,1.6658587,0.8858587,1.6059792,1.6059792,0.8858587,1.6059792,0.8858587,0.3820498,0.1820498,0.1620498,0.38209078,0.3820498,0.18585873,0.18585873,1.6655626,1.6653512,1.664816,0.3814988,0.38139927,1.0759792,0.91597927,0.4839638,1.7839638,1.7839638,1.8820498,0.5820498,1.8820498,0.38214937,0.3814988,1.0848161,9.2,4.04,0.18585873,1.4855627,0.22128549,1.5212855,1.6559793,1.6650593,1.6559793,1.6559793,1.6559793,-0.49402076,1.6059792,1.5858587,1.8858588,1.6658587,1.6658587,-0.46414128,-0.4287145,1.6632724,0.963137,0.9626717,0.96297836,0.25250894,1.5639638,1.6620498,1.6620498,1.5858587,1.6559793,7.6293944e-08,3.8146972e-08,0.3212855,0.28585872,0.57597923
37560,0.3784589,0.3784589,0.37781894,1.662206,0.882206,1.6059794,1.6059794,0.882206,1.6059794,0.882206,0.3784589,0.17845888,0.15845889,0.3784993,0.3784589,0.18220605,0.18220605,1.6619148,1.6617068,1.6611804,0.3779169,0.37781894,1.0759794,0.9159794,0.48054758,1.7805476,1.7805476,1.8784589,0.5784589,1.8784589,0.37855685,0.3779169,1.0811803,9.2,4.04,0.18220605,1.4819148,0.22128549,1.5212855,1.6559794,1.6614196,1.6559794,1.6559794,1.6559794,-0.4940206,1.6059794,1.582206,1.8822061,1.662206,1.662206,-0.46779397,-0.4287145,1.6596615,0.95952845,0.95907074,0.9593725,0.2489106,1.5605476,1.6584588,1.6584588,1.582206,1.6559794,7.6293944e-08,3.8146972e-08,0.3212855,0.28220603,0.5759794
37620,0.3748466,0.3748466,0.37420797,1.6585854,0.87858546,1.6059797,1.6059797,0.87858546,1.6059797,0.87858546,0.3748466,0.1748466,0.15484661,0.37488687,0.3748466,0.17858548,0.17858548,1.6582949,1.6580873,1.6575621,0.37430578,0.37420797,1.0759797,0.9159797,0.47712335,1.7771233,1.7771233,1.8748466,0.5748466,1.8748466,0.37494442,0.37430578,1.0775621,9.2,4.04,0.17858548,1.478295,0.22128549,1.5212855,1.6559796,1.6578008,1.6559796,1.6559796,1.6559796,-0.4940203,1.6059797,1.5785855,1.8785855,1.6585854,1.6585854,-0.47141454,-0.4287145,1.6560466,0.95591384,0.9554572,0.95575815,0.24529731,1.5571233,1.6548465,1.6548465,1.5785855,1.6559796,7.6293944e-08,3.8146972e-08,0.3212855,0.27858546,0.57597965
37680,0.37124798,0.37124798,0.3706124,1.6549692,0.8749693,1.6059798,1.6059798,0.8749693,1.6059798,0.8749693,0.37124798,0.17124799,0.151248,0.3712881,0.37124798,0.17496927,0.17496927,1.65468,1.6544734,1.6539507,0.37070966,0.3706124,1.0759798,0.9159798,0.4737099,1.7737099,1.7737099,1.871248,0.571248,1.871248,0.37134537,0.37070966,1.0739508,9.2,4.04,0.17496927,1.4746801,0.22128549,1.5212855,1.6559799,1.6541883,1.6559799,1.6559799,1.6559799,-0.49402016,1.6059798,1.5749693,1.8749692,1.6549692,1.6549692,-0.47503072,-0.4287145,1.6524423,0.95231014,0.95185566,0.9521552,0.2416965,1.5537099,1.651248,1.651248,1.5749693,1.6559799,7.6293944e-08,3.8146972e-08,0.3212855,0.27496928,0.5759798
37740,0.3677184,0.3677184,0.36709592,1.6513622,0.8713622,1.6059799,1.6059799,0.8713622,1.6059799,0.8713622,0.3677184,0.16771841,0.14771841,0.36775765,0.3677184,0.17136222,0.17136222,1.6510789,1.6508766,1.6503648,0.36719126,0.36709592,1.07598,0.91598,0.47034803,1.7703481,1.7703481,1.8677185,0.5677184,1.8677185,0.36781362,0.36719126,1.0703647,9.2,4.04,0.17136222,1.471079,0.22128549,1.5212855,1.65598,1.6505975,1.65598,1.65598,1.65598,-0.49402004,1.6059799,1.5713623,1.8713622,1.6513622,1.6513622,-0.47863778,-0.4287145,1.648888,0.9487585,0.9483133,0.9486067,0.23815763,1.550348,1.6477184,1.6477184,1.5713623,1.65598,7.6293944e-08,3.8146972e-08,0.3212855,0.27136222,0.57597995
